gene_id	gene_name	vtype	group	chrom	start	end	arm	cytoband	biotype	n_samples	vtypes
ENSG00000279500	ENSG00000279500	SV	GroupA	12	128813186	128814750	q	12q10	TEC	2	DEL
ENSG00000279541	ENSG00000279541	SV	GroupA	19	57293083	57294469	q	19q4	TEC	2	DEL
ENSG00000279557	ENSG00000279557	SV	GroupA	5	43586367	43587543	p	5p1	TEC	2	DEL
ENSG00000279744	ENSG00000279744	SV	GroupA	17	82462601	82464255	q	17q6	TEC	2	DEL
ENSG00000279785	ENSG00000279785	SV	GroupA	7	66474556	66475749	q	7q1	TEC	2	DEL
ENSG00000280069	ENSG00000280069	SV	GroupA	17	30738182	30740275	q	17q1	TEC	2	DEL
ENSG00000280114	ENSG00000280114	SV	GroupA	1	16681097	16688749	p	1p11	unprocessed_pseudogene	2	DEL
ENSG00000280148	ENSG00000280148	SV	GroupA	6	143857318	143938471	q	6q9	protein_coding	2	DEL
ENSG00000280376	ENSG00000280376	SV	GroupA	16	46673443	46673927	q	16q1	TEC	2	DEL
ENSG00000280554	ENSG00000280554	SV	GroupA	15	66502019	66502089	q	15q5	snoRNA	2	DEL
ENSG00000280607	ENSG00000280607	SV	GroupA	16	29808679	29812227	p	16p1	lncRNA	2	DEL
ENSG00000280703	ENSG00000280703	SV	GroupA	15	21342171	21343958	q	15q1	lncRNA	2	DEL
ENSG00000280881	ENSG00000280881	SV	GroupA	15	21328380	21343881	q	15q1	lncRNA	2	DEL
ENSG00000281896	ENSG00000281896	SV	GroupA	7	128617865	128625905	q	7q7	transcribed_unprocessed_pseudogene	2	DEL
ENSG00000282951	ENSG00000282951	SV	GroupA	19	40779780	40796943	q	19q2	lncRNA	2	DEL
ENSG00000283201	ENSG00000283201	SV	GroupA	19	23222755	23274221	p	19p1	protein_coding	2	DEL
ENSG00000283208	ENSG00000283208	SV	GroupA	13	76992078	77129589	q	13q6	protein_coding	2	DEL
ENSG00000283571	ENSG00000283571	SV	GroupA	14	106750289	106750594	q	14q9	IG_pseudogene	2	DEL
ENSG00000283633	ENSG00000283633	SV	GroupA	22	16601911	16615111	q	22q1	lncRNA	2	DEL
ENSG00000283695	ENSG00000283695	SV	GroupA	19	52865369	52865429	q	19q3	unprocessed_pseudogene	2	DEL
ENSG00000284095	ENSG00000284095	SV	GroupA	3	130868004	130869357	q	3q4	TEC	2	DEL
ENSG00000284428	ENSG00000284428	SV	GroupA	19	23259906	23274251	p	19p1	lncRNA	2	DEL
ENSG00000284636	ENSG00000284636	SV	GroupA	4	9000841	9001058	p	4p5	unprocessed_pseudogene	2	DEL
ENSG00000284639	ENSG00000284639	SV	GroupA	11	3580927	3581135	p	11p5	transcribed_unprocessed_pseudogene	2	DEL
ENSG00000284703	ENSG00000284703	SV	GroupA	1	4012921	4019508	p	1p12	lncRNA	2	DEL
ENSG00000285151	ENSG00000285151	SV	GroupA	5	70055820	70057416	q	5q3	lncRNA	2	DEL
ENSG00000285253	ENSG00000285253	SV	GroupA	15	56652488	56918571	q	15q4	protein_coding	2	DEL
ENSG00000285583	ENSG00000285583	SV	GroupA	19	12670079	12671023	p	19p2	lncRNA	2	DEL
ENSG00000285589	ENSG00000285589	SV	GroupA	19	12668071	12681834	p	19p2	protein_coding	2	DEL
ENSG00000285631	ENSG00000285631	SV	GroupA	3	130821184	130823914	q	3q4	lncRNA	2	DEL
ENSG00000285664	ENSG00000285664	SV	GroupA	14	52791756	52930185	q	14q4	lncRNA	2	DEL
ENSG00000285690	ENSG00000285690	SV	GroupA	22	25282943	25300791	q	22q2	transcribed_unprocessed_pseudogene	2	DEL
ENSG00000285696	ENSG00000285696	SV	GroupA	11	108142458	108150381	q	11q6	lncRNA	2	DEL
ENSG00000285770	ENSG00000285770	SV	GroupA	12	7146482	7147817	p	12p3	lncRNA	2	DEL
ENSG00000285968	ENSG00000285968	SV	GroupA	22	25282613	25320086	q	22q2	lncRNA	2	DEL
ENSG00000285976	ENSG00000285976	SV	GroupA	6	63572472	63583587	q	6q1	protein_coding	2	DEL
ENSG00000286165	ENSG00000286165	SV	GroupA	2	189661519	189667881	q	2q10	protein_coding	2	DEL
ENSG00000286194	ENSG00000286194	SV	GroupA	17	30968785	30970307	q	17q1	lncRNA	2	DEL
ENSG00000286590	ENSG00000286590	SV	GroupA	6	20321461	20333193	p	6p4	lncRNA	2	DEL
ENSG00000286698	ENSG00000286698	SV	GroupA	2	91759462	91767701	p	2p1	lncRNA	2	DEL
ENSG00000286705	ENSG00000286705	SV	GroupA	4	307335	337439	p	4p5	lncRNA	2	DEL
ENSG00000286765	ENSG00000286765	SV	GroupA	18	8971624	8974580	p	18p1	lncRNA	2	DEL
ENSG00000286789	ENSG00000286789	SV	GroupA	10	133541809	133542575	q	10q10	lncRNA	2	DEL
ENSG00000286939	ENSG00000286939	SV	GroupA	X	152925356	152927043	q	Xq10	lncRNA	2	DEL
ENSG00000287035	ENSG00000287035	SV	GroupA	19	44162527	44164955	q	19q2	lncRNA	2	DEL
ENSG00000287193	ENSG00000287193	SV	GroupA	17	82450911	82452213	q	17q6	lncRNA	2	DEL
ENSG00000287238	ENSG00000287238	SV	GroupA	11	118721104	118729412	q	11q7	lncRNA	2	DEL
ENSG00000287242	ENSG00000287242	SV	GroupA	12	124786783	124808790	q	12q9	lncRNA	2	DEL
ENSG00000287257	ENSG00000287257	SV	GroupA	17	77386901	77388546	q	17q6	lncRNA	2	DEL
ENSG00000287312	ENSG00000287312	SV	GroupA	11	3511559	3520886	p	11p5	lncRNA	2	DEL
ENSG00000287483	ENSG00000287483	SV	GroupA	6	20329922	20334411	p	6p4	lncRNA	2	DEL
ENSG00000287614	ENSG00000287614	SV	GroupA	6	20265720	20307200	p	6p4	lncRNA	2	DEL
ENSG00000287699	ENSG00000287699	SV	GroupA	7	64294516	64300818	q	7q1	lncRNA	2	DEL
ENSG00000287821	ENSG00000287821	SV	GroupA	11	65260996	65261748	q	11q2	lncRNA	2	DEL
ENSG00000287906	ENSG00000287906	SV	GroupA	11	3475280	3477065	p	11p5	lncRNA	2	DEL
ENSG00000287917	ENSG00000287917	SV	GroupA	11	65305345	65314737	q	11q2	lncRNA	2	DEL
ENSG00000287972	ENSG00000287972	SV	GroupA	4	9076949	9092530	p	4p5	lncRNA	2	DEL
ENSG00000288075	ENSG00000288075	SV	GroupA	4	9034519	9381269	p	4p5	lncRNA	2	DEL
ENSG00000288096	ENSG00000288096	SV	GroupA	8	143888500	143901588	q	8q10	lncRNA	2	DEL
ENSG00000288107	ENSG00000288107	SV	GroupA	10	133565797	133629507	q	10q10	lncRNA	2	DEL
ENSG00000288550	ENSG00000288550	SV	GroupA	3	9917116	9945385	p	3p9	protein_coding	2	DEL
ENSG00000288587	ENSG00000288587	SV	GroupA	6	31400702	31463705	p	6p3	lncRNA	2	DEL
ENSG00000288608	ENSG00000288608	SV	GroupA	7	151061928	151061978	q	7q10	protein_coding	2	DEL
ENSG00000288694	ENSG00000288694	SV	GroupA	9	64071909	64119799	q	9q3	unprocessed_pseudogene	2	DEL
ENSG00000288899	ENSG00000288899	SV	GroupA	19	57297511	57298391	q	19q4	lncRNA	2	DEL
ENSG00000288917	ENSG00000288917	SV	GroupA	18	36128046	36129340	q	18q2	lncRNA	2	DEL
ENSG00000288928	ENSG00000288928	SV	GroupA	14	61711207	61712972	q	14q5	lncRNA	2	DEL
ENSG00000288939	ENSG00000288939	SV	GroupA	18	9102011	9102492	p	18p1	lncRNA	2	DEL
ENSG00000288997	ENSG00000288997	SV	GroupA	7	149495204	149496224	q	7q9	lncRNA	2	DEL
ENSG00000289117	ENSG00000289117	SV	GroupA	6	26157477	26157891	p	6p4	lncRNA	2	DEL
ENSG00000289231	ENSG00000289231	SV	GroupA	11	65353024	65354590	q	11q2	lncRNA	2	DEL
ENSG00000289282	ENSG00000289282	SV	GroupA	6	31623874	31625499	p	6p3	protein_coding	2	DEL
ENSG00000289340	ENSG00000289340	SV	GroupA	14	75257620	75258971	q	14q6	lncRNA	2	DEL
ENSG00000289361	ENSG00000289361	SV	GroupA	4	89940	91488	p	4p5	lncRNA	2	DEL
ENSG00000289514	ENSG00000289514	SV	GroupA	8	41797777	41799176	p	8p1	lncRNA	2	DEL
ENSG00000289615	ENSG00000289615	SV	GroupA	2	72144651	72145787	p	2p3	lncRNA	2	DEL
ENSG00000289697	ENSG00000289697	SV	GroupA	1	196651852	196795393	q	1q8	protein_coding	2	DEL
ENSG00000289768	ENSG00000289768	SV	GroupA	1	161544807	161631456	q	1q4	protein_coding	2	DEL
ENSG00000289984	ENSG00000289984	SV	GroupA	17	8326725	8327744	p	17p2	lncRNA	2	DEL
ENSG00000290045	ENSG00000290045	SV	GroupA	1	32240526	32241904	p	1p10	lncRNA	2	DEL
ENSG00000290057	ENSG00000290057	SV	GroupA	11	65421448	65421864	q	11q2	lncRNA	2	DEL
ENSG00000290107	ENSG00000290107	SV	GroupA	7	45690599	45691737	p	7p2	lncRNA	2	DEL
ENSG00000290122	ENSG00000290122	SV	GroupA	1	16905199	16905396	p	1p11	lncRNA	2	DEL
ENSG00000290316	ENSG00000290316	SV	GroupA	4	186208979	186258469	q	4q14	protein_coding	2	DEL
ENSG00000290397	ENSG00000290397	SV	GroupA	22	11827523	11910358	p	22p1	lncRNA	2	DEL
ENSG00000290459	ENSG00000290459	SV	GroupA	16	69977465	69990084	q	16q4	lncRNA	2	DEL
ENSG00000290476	ENSG00000290476	SV	GroupA	13	40812309	40921749	q	13q3	lncRNA	2	DEL
ENSG00000290564	ENSG00000290564	SV	GroupA	7	64120431	64150721	q	7q1	lncRNA	2	DEL
ENSG00000290565	ENSG00000290565	SV	GroupA	2	91686102	91712110	p	2p1	lncRNA	2	DEL
ENSG00000290569	ENSG00000290569	SV	GroupA	1	120267334	120341871	p	1p1	lncRNA	2	DEL
ENSG00000290586	ENSG00000290586	SV	GroupA	9	64637845	64652556	q	9q3	lncRNA	2	DEL
ENSG00000290709	ENSG00000290709	SV	GroupA	16	70035638	70065945	q	16q4	lncRNA	2	DEL
ENSG00000290796	ENSG00000290796	SV	GroupA	22	25351418	25405377	q	22q2	lncRNA	2	DEL
ENSG00000290807	ENSG00000290807	SV	GroupA	13	110945478	110971586	q	13q10	lncRNA	2	DEL
ENSG00000290808	ENSG00000290808	SV	GroupA	13	110965704	110990579	q	13q10	lncRNA	2	DEL
ENSG00000290830	ENSG00000290830	SV	GroupA	7	102364162	102380633	q	7q5	lncRNA	2	DEL
ENSG00000290849	ENSG00000290849	SV	GroupA	1	16687339	16692309	p	1p11	lncRNA	2	DEL
ENSG00000290946	ENSG00000290946	SV	GroupA	15	82445733	82454837	q	15q7	lncRNA	2	DEL
ENSG00000290947	ENSG00000290947	SV	GroupA	15	82464708	82477258	q	15q7	lncRNA	2	DEL
ENSG00000290948	ENSG00000290948	SV	GroupA	15	82472993	82513950	q	15q7	lncRNA	2	DEL
ENSG00000290949	ENSG00000290949	SV	GroupA	15	82519590	82523693	q	15q7	lncRNA	2	DEL
ENSG00000291003	ENSG00000291003	SV	GroupA	15	22516909	22590820	q	15q1	lncRNA	2	DEL
ENSG00000291015	ENSG00000291015	SV	GroupA	22	38335762	38398929	q	22q3	lncRNA	2	DEL
ENSG00000291132	ENSG00000291132	SV	GroupA	1	32231656	32241710	p	1p10	lncRNA	2	DEL
ENSG00000291136	ENSG00000291136	SV	GroupA	7	66526088	66592397	q	7q1	lncRNA	2	DEL
ENSG00000291207	ENSG00000291207	SV	GroupA	7	45723780	45769042	p	7p2	lncRNA	2	DEL
ENSG00000291208	ENSG00000291208	SV	GroupA	7	45769060	45815263	p	7p2	lncRNA	2	DEL
ENSG00000291224	ENSG00000291224	SV	GroupA	3	9986885	10006990	p	3p9	lncRNA	2	DEL
ENSG00000291265	ENSG00000291265	SV	GroupA	16	70017890	70023618	q	16q4	lncRNA	2	DEL
ENSG00000291310	ENSG00000291310	SV	GroupA	X	103975874	103976761	q	Xq5	unprocessed_pseudogene	2	DEL
ENSG00000291338	ENSG00000291338	SV	GroupA	6	26157122	26533457	p	6p4	TEC	2	DEL
ENSG00000086289	EPDR1	SV	GroupA	7	37920640	37951936	p	7p3	protein_coding	2	DEL
ENSG00000143819	EPHX1	SV	GroupA	1	225810124	225845563	q	1q11	protein_coding	2	DEL
ENSG00000261150	EPPK1	SV	GroupA	8	143857324	143878467	q	8q10	protein_coding	2	DEL
ENSG00000164308	ERAP2	SV	GroupA	5	96875986	96919703	q	5q5	protein_coding	2	DEL
ENSG00000149564	ESAM	SV	GroupA	11	124752583	124762290	q	11q8	protein_coding	2	DEL
ENSG00000250073	ESAM-AS1	SV	GroupA	11	124759129	124766119	q	11q8	lncRNA	2	DEL
ENSG00000268869	ESPNP	SV	GroupA	1	16692280	16720157	p	1p11	transcribed_unprocessed_pseudogene	2	DEL
ENSG00000144036	EXOC6B	SV	GroupA	2	72175984	72826041	p	2p3	protein_coding	2	DEL
ENSG00000178896	EXOSC4	SV	GroupA	8	144078648	144080648	q	8q10	protein_coding	2	DEL
ENSG00000120699	EXOSC8	SV	GroupA	13	36998816	37025881	q	13q2	protein_coding	2	DEL
ENSG00000185010	F8	SV	GroupA	X	154835788	155026940	q	Xq10	protein_coding	2	DEL
ENSG00000183615	FAM167B	SV	GroupA	1	32247222	32248856	p	1p10	protein_coding	2	DEL
ENSG00000214447	FAM187A	SV	GroupA	17	44903433	44905390	q	17q2	protein_coding	2	DEL
ENSG00000213770	FAM210CP	SV	GroupA	10	27349717	27350290	p	10p2	processed_pseudogene	2	DEL
ENSG00000225828	FAM229A	SV	GroupA	1	32361270	32364278	p	1p10	protein_coding	2	DEL
ENSG00000231527	FAM27C	SV	GroupA	9	61854148	62096920	q	9q2	lncRNA	2	DEL
ENSG00000166492	FAM86GP	SV	GroupA	11	3410352	3422496	p	11p5	unprocessed_pseudogene	2	DEL
ENSG00000163612	FAM86KP	SV	GroupA	4	9153296	9165451	p	4p5	unprocessed_pseudogene	2	DEL
ENSG00000099364	FBXL19	SV	GroupA	16	30923055	30948783	p	16p1	protein_coding	2	DEL
ENSG00000005812	FBXL3	SV	GroupA	13	76992598	77027195	q	13q6	protein_coding	2	DEL
ENSG00000178974	FBXO34	SV	GroupA	14	55271344	55370053	q	14q4	protein_coding	2	DEL
ENSG00000258413	FBXO34-AS1	SV	GroupA	14	55262222	55272075	q	14q4	lncRNA	2	DEL
ENSG00000072694	FCGR2B	SV	GroupA	1	161663143	161678654	q	1q4	protein_coding	2	DEL
ENSG00000244682	FCGR2C	SV	GroupA	1	161581339	161605662	q	1q4	protein_coding	2	DEL
ENSG00000203747	FCGR3A	SV	GroupA	1	161541759	161550968	q	1q4	protein_coding	2	DEL
ENSG00000162747	FCGR3B	SV	GroupA	1	161623196	161631963	q	1q4	protein_coding	2	DEL
ENSG00000143297	FCRL5	SV	GroupA	1	157513377	157552515	q	1q4	protein_coding	2	DEL
ENSG00000066926	FECH	SV	GroupA	18	57544377	57586732	q	18q4	protein_coding	2	DEL
ENSG00000182511	FES	SV	GroupA	15	90883695	90895776	q	15q8	protein_coding	2	DEL
ENSG00000127418	FGFRL1	SV	GroupA	4	1009936	1026898	p	4p5	protein_coding	2	DEL
ENSG00000135723	FHOD1	SV	GroupA	16	67229387	67247481	q	16q4	protein_coding	2	DEL
ENSG00000167363	FN3K	SV	GroupA	17	82735615	82751196	q	17q6	protein_coding	2	DEL
ENSG00000170345	FOS	SV	GroupA	14	75278826	75282230	q	14q6	protein_coding	2	DEL
ENSG00000198815	FOXJ3	SV	GroupA	1	42176539	42335877	p	1p9	protein_coding	2	DEL
ENSG00000100350	FOXRED2	SV	GroupA	22	36487190	36507221	q	22q3	protein_coding	2	DEL
ENSG00000148803	FUOM	SV	GroupA	10	133355158	133358025	q	10q10	protein_coding	2	DEL
ENSG00000172728	FUT10	SV	GroupA	8	33370824	33473146	p	8p2	protein_coding	2	DEL
ENSG00000092140	G2E3	SV	GroupA	14	30559158	30620064	q	14q2	protein_coding	2	DEL
ENSG00000141349	G6PC3	SV	GroupA	17	44070620	44082151	q	17q2	protein_coding	2	DEL
ENSG00000130005	GAMT	SV	GroupA	19	1397026	1401570	p	19p3	protein_coding	2	DEL
ENSG00000224333	GAPDHP20	SV	GroupA	1	32402109	32403115	p	1p10	processed_pseudogene	2	DEL
ENSG00000057608	GDI2	SV	GroupA	10	5765223	5842132	p	10p4	protein_coding	2	DEL
ENSG00000082516	GEMIN5	SV	GroupA	5	154887411	154938211	q	5q11	protein_coding	2	DEL
ENSG00000131095	GFAP	SV	GroupA	17	44903159	44916937	q	17q2	protein_coding	2	DEL
ENSG00000198380	GFPT1	SV	GroupA	2	69319780	69387250	p	2p3	protein_coding	2	DEL
ENSG00000236969	GGT8P	SV	GroupA	2	91775944	91781169	p	2p1	unprocessed_pseudogene	2	DEL
ENSG00000123159	GIPC1	SV	GroupA	19	14477760	14496149	p	19p2	protein_coding	2	DEL
ENSG00000182963	GJC1	SV	GroupA	17	44798448	44830816	q	17q2	protein_coding	2	DEL
ENSG00000115419	GLS	SV	GroupA	2	190880821	190965552	q	2q10	protein_coding	2	DEL
ENSG00000100522	GNPNAT1	SV	GroupA	14	52775193	52791668	q	14q4	protein_coding	2	DEL
ENSG00000277741	GOLGA6L17P	SV	GroupA	15	82519654	82526412	q	15q7	transcribed_unprocessed_pseudogene	2	DEL
ENSG00000197978	GOLGA6L9	SV	GroupA	15	82429816	82439153	q	15q7	protein_coding	2	DEL
ENSG00000149735	GPHA2	SV	GroupA	11	64934471	64935893	q	11q2	protein_coding	2	DEL
ENSG00000068394	GPKOW	SV	GroupA	X	49113407	49123735	p	Xp2	protein_coding	2	DEL
ENSG00000105723	GSK3A	SV	GroupA	19	42226225	42242625	q	19q2	protein_coding	2	DEL
ENSG00000100744	GSKIP	SV	GroupA	14	96363452	96387288	q	14q8	protein_coding	2	DEL
ENSG00000134184	GSTM1	SV	GroupA	1	109687814	109709039	p	1p2	protein_coding	2	DEL
ENSG00000213366	GSTM2	SV	GroupA	1	109668022	109709551	p	1p2	protein_coding	2	DEL
ENSG00000168765	GSTM4	SV	GroupA	1	109656099	109665496	p	1p2	protein_coding	2	DEL
ENSG00000232829	GSTO3P	SV	GroupA	3	130827659	130828376	q	3q4	processed_pseudogene	2	DEL
ENSG00000084207	GSTP1	SV	GroupA	11	67583742	67586656	q	11q2	protein_coding	2	DEL
ENSG00000272556	GTF2IP13	SV	GroupA	7	45773595	45783157	p	7p2	transcribed_unprocessed_pseudogene	2	DEL
ENSG00000234072	GTF3C2-AS2	SV	GroupA	2	27356246	27367622	p	2p7	lncRNA	2	DEL
ENSG00000198237	GUSBP13	SV	GroupA	5	69875271	69920867	q	5q3	unprocessed_pseudogene	2	DEL
ENSG00000235558	GUSBP17	SV	GroupA	5	71220356	71259238	q	5q3	unprocessed_pseudogene	2	DEL
ENSG00000224458	GUSBP6	SV	GroupA	7	64100305	64120544	q	7q1	transcribed_unprocessed_pseudogene	2	DEL
ENSG00000168298	H1-4	SV	GroupA	6	26156329	26157115	p	6p4	protein_coding	2	DEL
ENSG00000274183	H2AB1	SV	GroupA	X	154884972	154885558	q	Xq10	protein_coding	2	DEL
ENSG00000184260	H2AC20	SV	GroupA	1	149886918	149887411	q	1q3	protein_coding	2	DEL
ENSG00000164032	H2AZ1	SV	GroupA	4	99948086	99950355	q	4q5	protein_coding	2	DEL
ENSG00000185130	H2BC13	SV	GroupA	6	27807479	27807929	p	6p4	protein_coding	2	DEL
ENSG00000231787	H2BP9	SV	GroupA	X	103904322	103904754	q	Xq5	processed_pseudogene	2	DEL
ENSG00000123569	H2BW1	SV	GroupA	X	104011147	104013708	q	Xq5	protein_coding	2	DEL
ENSG00000196917	HCAR1	SV	GroupA	12	122726076	122730844	q	12q9	protein_coding	2	DEL
ENSG00000182782	HCAR2	SV	GroupA	12	122701293	122703357	q	12q9	protein_coding	2	DEL
ENSG00000255398	HCAR3	SV	GroupA	12	122714756	122716811	q	12q9	protein_coding	2	DEL
ENSG00000116478	HDAC1	SV	GroupA	1	32292083	32333635	p	1p10	protein_coding	2	DEL
ENSG00000061273	HDAC7	SV	GroupA	12	47782722	47833132	q	12q2	protein_coding	2	DEL
ENSG00000100644	HIF1A	SV	GroupA	14	61695513	61748259	q	14q5	protein_coding	2	DEL
ENSG00000258667	HIF1A-AS3	SV	GroupA	14	61707298	61751163	q	14q5	lncRNA	2	DEL
ENSG00000254455	HIGD1AP10	SV	GroupA	11	65145691	65145972	q	11q2	processed_pseudogene	2	DEL
ENSG00000131097	HIGD1B	SV	GroupA	17	44846353	44850476	q	17q2	protein_coding	2	DEL
ENSG00000149196	HIKESHI	SV	GroupA	11	86302211	86345943	q	11q4	protein_coding	2	DEL
ENSG00000224070	HMGN1P6	SV	GroupA	2	206259628	206259918	q	2q12	processed_pseudogene	2	DEL
ENSG00000229979	HMGN2P48	SV	GroupA	X	153052150	153052413	q	Xq10	processed_pseudogene	2	DEL
ENSG00000135486	HNRNPA1	SV	GroupA	12	54280193	54287088	q	12q2	protein_coding	2	DEL
ENSG00000233680	HNRNPA1P27	SV	GroupA	X	100887636	100888590	q	Xq4	processed_pseudogene	2	DEL
ENSG00000143889	HNRNPLL	SV	GroupA	2	38561969	38603586	p	2p6	protein_coding	2	DEL
ENSG00000051128	HOMER3	SV	GroupA	19	18929201	18941261	p	19p1	protein_coding	2	DEL
ENSG00000095066	HOOK2	SV	GroupA	19	12763003	12872740	p	19p2	protein_coding	2	DEL
ENSG00000227117	HORMAD2-AS1	SV	GroupA	22	30008742	30080480	q	22q2	lncRNA	2	DEL
ENSG00000173083	HPSE	SV	GroupA	4	83292461	83335153	q	4q4	protein_coding	2	DEL
ENSG00000072506	HSD17B10	SV	GroupA	X	53431258	53434370	p	Xp1	protein_coding	2	DEL
ENSG00000080824	HSP90AA1	SV	GroupA	14	102080742	102139699	q	14q9	protein_coding	2	DEL
ENSG00000155304	HSPA13	SV	GroupA	21	14371115	14383484	q	21q1	protein_coding	2	DEL
ENSG00000225217	HSPA7	SV	GroupA	1	161606291	161608217	q	1q4	unprocessed_pseudogene	2	DEL
ENSG00000113013	HSPA9	SV	GroupA	5	138553756	138575675	q	5q9	protein_coding	2	DEL
ENSG00000106211	HSPB1	SV	GroupA	7	76302673	76304295	q	7q2	protein_coding	2	DEL
ENSG00000115317	HTRA2	SV	GroupA	2	74529596	74533350	p	2p2	protein_coding	2	DEL
ENSG00000068079	IFI35	SV	GroupA	17	43006740	43014456	q	17q2	protein_coding	2	DEL
ENSG00000146678	IGFBP1	SV	GroupA	7	45888360	45893660	p	7p2	protein_coding	2	DEL
ENSG00000146674	IGFBP3	SV	GroupA	7	45912245	45921874	p	7p2	protein_coding	2	DEL
ENSG00000253703	IGHV1-68	SV	GroupA	14	106703846	106704286	q	14q9	IG_V_pseudogene	2	DEL
ENSG00000211973	IGHV1-69	SV	GroupA	14	106714684	106715181	q	14q9	IG_V_gene	2	DEL
ENSG00000281990	IGHV1-69-2	SV	GroupA	14	106737110	106737547	q	14q9	IG_V_gene	2	DEL
ENSG00000211974	IGHV2-70D	SV	GroupA	14	106723574	106724093	q	14q9	IG_V_gene	2	DEL
ENSG00000282600	IGHV3-69-1	SV	GroupA	14	106728163	106728615	q	14q9	IG_V_pseudogene	2	DEL
ENSG00000253365	IGKV1D-22	SV	GroupA	2	90010741	90011184	p	2p1	IG_V_pseudogene	2	DEL
ENSG00000224607	IGKV1D-27	SV	GroupA	2	89968867	89969335	p	2p1	IG_V_pseudogene	2	DEL
ENSG00000204780	IGKV1OR9-1	SV	GroupA	9	65250543	65250826	q	9q3	IG_V_pseudogene	2	DEL
ENSG00000254345	IGKV2D-23	SV	GroupA	2	90009402	90009927	p	2p1	IG_V_pseudogene	2	DEL
ENSG00000241566	IGKV2D-24	SV	GroupA	2	90004797	90005629	p	2p1	IG_V_gene	2	DEL
ENSG00000211623	IGKV2D-26	SV	GroupA	2	89985922	89986702	p	2p1	IG_V_gene	2	DEL
ENSG00000242534	IGKV2D-28	SV	GroupA	2	89959979	89960748	p	2p1	IG_V_gene	2	DEL
ENSG00000243264	IGKV2D-29	SV	GroupA	2	89947512	89948269	p	2p1	IG_V_gene	2	DEL
ENSG00000239571	IGKV2D-30	SV	GroupA	2	89936859	89937679	p	2p1	IG_V_gene	2	DEL
ENSG00000254097	IGKV3D-25	SV	GroupA	2	89989987	89990221	p	2p1	IG_V_pseudogene	2	DEL
ENSG00000225523	IGKV6D-21	SV	GroupA	2	90021567	90022185	p	2p1	IG_V_gene	2	DEL
ENSG00000206066	IGLL3P	SV	GroupA	22	25318256	25320080	q	22q2	unprocessed_pseudogene	2	DEL
ENSG00000271138	IGLVIVOR22-1	SV	GroupA	22	25437306	25437823	q	22q2	IG_V_pseudogene	2	DEL
ENSG00000223703	IGSF3P2	SV	GroupA	2	91736726	91767439	p	2p1	unprocessed_pseudogene	2	DEL
ENSG00000166130	IKBIP	SV	GroupA	12	98613405	98645113	q	12q7	protein_coding	2	DEL
ENSG00000163702	IL17RC	SV	GroupA	3	9917074	9933630	p	3p9	protein_coding	2	DEL
ENSG00000163701	IL17RE	SV	GroupA	3	9902612	9916402	p	3p9	protein_coding	2	DEL
ENSG00000145103	ILDR1	SV	GroupA	3	121987323	122022247	q	3q4	protein_coding	2	DEL
ENSG00000164880	INTS1	SV	GroupA	7	1470277	1504389	p	7p6	protein_coding	2	DEL
ENSG00000269837	IPO5P1	SV	GroupA	19	23255053	23257939	p	19p1	transcribed_processed_pseudogene	2	DEL
ENSG00000145703	IQGAP2	SV	GroupA	5	76403285	76708132	q	5q3	protein_coding	2	DEL
ENSG00000167378	IRGQ	SV	GroupA	19	43584367	43596134	q	19q2	protein_coding	2	DEL
ENSG00000182149	IST1	SV	GroupA	16	71845996	71931199	q	16q4	protein_coding	2	DEL
ENSG00000111203	ITFG2	SV	GroupA	12	2812622	2859791	p	12p4	protein_coding	2	DEL
ENSG00000171223	JUNB	SV	GroupA	19	12791486	12793315	p	19p2	protein_coding	2	DEL
ENSG00000197256	KANK2	SV	GroupA	19	11164270	11197791	p	19p2	protein_coding	2	DEL
ENSG00000147050	KDM6A	SV	GroupA	X	44873188	45112779	p	Xp2	protein_coding	2	DEL
ENSG00000132680	KHDC4	SV	GroupA	1	155913045	155934413	q	1q4	protein_coding	2	DEL
ENSG00000135709	KIAA0513	SV	GroupA	16	85027782	85094230	q	16q5	protein_coding	2	DEL
ENSG00000100364	KIAA0930	SV	GroupA	22	45192244	45240894	q	22q4	protein_coding	2	DEL
ENSG00000168116	KIAA1586	SV	GroupA	6	57046532	57055239	p	6p1	protein_coding	2	DEL
ENSG00000116685	KIAA2013	SV	GroupA	1	11919591	11926428	p	1p12	protein_coding	2	DEL
ENSG00000223519	KIF28P	SV	GroupA	1	246771837	246839611	q	1q13	transcribed_unitary_pseudogene	2	DEL
ENSG00000055609	KMT2C	SV	GroupA	7	152134922	152436644	q	7q10	protein_coding	2	DEL
ENSG00000230572	KMT2CP5	SV	GroupA	2	91696452	91714745	p	2p1	transcribed_unprocessed_pseudogene	2	DEL
ENSG00000232531	KMT5AP2	SV	GroupA	2	91747940	91748986	p	2p1	processed_pseudogene	2	DEL
ENSG00000025800	KPNA6	SV	GroupA	1	32108056	32176563	p	1p10	protein_coding	2	DEL
ENSG00000184619	KRBA2	SV	GroupA	17	8356902	8376704	p	17p2	protein_coding	2	DEL
ENSG00000147592	LACTB2	SV	GroupA	8	70635318	70669185	q	8q3	protein_coding	2	DEL
ENSG00000149357	LAMTOR1	SV	GroupA	11	72085895	72103297	q	11q2	protein_coding	2	DEL
ENSG00000115365	LANCL1	SV	GroupA	2	210427131	210477652	q	2q12	protein_coding	2	DEL
